Model,Mean_RMSLE,Std_RMSLE,CV%,Train_Time
XGBoost,0.12286324199604015,0.019026876087528153,15.486223363812412,6.157189846038818
GradBoost,0.12504565290130723,0.02047211584967236,16.371713350027495,17.93826198577881
Lasso,0.12824570035365207,0.02525439157186313,19.692193580152225,5.297998428344727
ElasticNet,0.12838958612803272,0.025137011402637036,19.578699613199074,1.014643669128418
LightGBM,0.13097097118544215,0.018691099526824195,14.271177313299003,41.05319118499756
KernelRidge,0.1792680714021691,0.046166409046507026,25.75272254864478,0.635671854019165
