iter	Passed	Remaining
1764	3057	407
1765	3059	405
1766	3060	403
1767	3063	401
1768	3064	400
1769	3065	398
1770	3067	396
1771	3069	394
1772	3070	393
1773	3072	391
1774	3073	389
1775	3074	387
1776	3076	386
1777	3078	384
1778	3080	382
1779	3081	380
1780	3083	379
1781	3085	377
1782	3086	375
1783	3088	373
1784	3089	372
1785	3090	370
1786	3092	368
1787	3094	366
1788	3096	365
1789	3097	363
1790	3099	361
1791	3101	359
1792	3102	358
1793	3104	356
1794	3105	354
1795	3107	352
1796	3108	351
1797	3110	349
1798	3112	347
1799	3113	345
1800	3115	344
1801	3116	342
1802	3118	340
1803	3119	338
1804	3121	337
1805	3122	335
1806	3124	333
1807	3126	332
1808	3128	330
1809	3129	328
1810	3131	326
1811	3133	325
1812	3134	323
1813	3136	321
1814	3137	319
1815	3139	318
1816	3140	316
1817	3143	314
1818	3144	312
1819	3146	311
1820	3147	309
1821	3149	307
1822	3150	305
1823	3152	304
1824	3153	302
1825	3155	300
1826	3156	298
1827	3158	297
1828	3160	295
1829	3161	293
1830	3163	291
1831	3165	290
1832	3166	288
1833	3168	286
1834	3169	285
1835	3171	283
1836	3172	281
1837	3174	279
1838	3176	278
1839	3177	276
1840	3179	274
1841	3180	272
1842	3182	271
1843	3183	269
1844	3185	267
1845	3186	265
1846	3188	264
1847	3189	262
1848	3192	260
1849	3193	258
1850	3195	257
1851	3196	255
1852	3198	253
1853	3200	252
1854	3201	250
1855	3202	248
1856	3204	246
1857	3205	245
1858	3208	243
1859	3209	241
1860	3210	239
1861	3212	238
1862	3214	236
1863	3216	234
1864	3217	232
1865	3218	231
1866	3220	229
1867	3222	227
1868	3224	226
1869	3225	224
1870	3227	222
1871	3229	220
1872	3230	219
1873	3232	217
1874	3234	215
1875	3235	213
1876	3236	212
1877	3239	210
1878	3241	208
1879	3242	206
1880	3244	205
1881	3245	203
1882	3247	201
1883	3249	200
1884	3250	198
1885	3251	196
1886	3253	194
1887	3255	193
1888	3257	191
1889	3259	189
1890	3260	187
1891	3262	186
1892	3264	184
1893	3266	182
1894	3267	181
1895	3268	179
1896	3271	177
1897	3273	175
1898	3275	174
1899	3277	172
1900	3279	170
1901	3280	169
1902	3282	167
1903	3284	165
1904	3286	163
1905	3288	162
1906	3290	160
1907	3292	158
1908	3294	157
1909	3296	155
1910	3298	153
1911	3299	151
1912	3301	150
1913	3304	148
1914	3306	146
1915	3307	145
1916	3309	143
1917	3311	141
1918	3312	139
1919	3314	138
1920	3316	136
1921	3317	134
1922	3321	132
1923	3323	131
1924	3324	129
1925	3326	127
1926	3328	126
1927	3330	124
1928	3332	122
1929	3333	120
1930	3336	119
1931	3338	117
1932	3340	115
1933	3342	114
1934	3343	112
1935	3345	110
1936	3347	108
1937	3349	107
1938	3351	105
1939	3353	103
1940	3355	101
1941	3357	100
1942	3359	98
1943	3360	96
1944	3362	95
1945	3364	93
1946	3366	91
1947	3368	89
1948	3370	88
1949	3371	86
1950	3373	84
1951	3375	83
1952	3377	81
1953	3379	79
1954	3380	77
1955	3382	76
1956	3385	74
1957	3386	72
1958	3388	70
1959	3390	69
1960	3392	67
1961	3394	65
1962	3395	64
1963	3397	62
1964	3399	60
1965	3401	58
1966	3403	57
1967	3405	55
1968	3406	53
1969	3408	51
1970	3410	50
1971	3411	48
1972	3413	46
1973	3415	44
1974	3417	43
1975	3419	41
1976	3421	39
1977	3423	38
1978	3424	36
1979	3426	34
1980	3427	32
1981	3428	31
1982	3430	29
1983	3432	27
1984	3434	25
1985	3435	24
1986	3437	22
1987	3439	20
1988	3440	19
1989	3442	17
1990	3443	15
1991	3445	13
1992	3446	12
1993	3448	10
1994	3450	8
1995	3451	6
1996	3453	5
1997	3455	3
1998	3457	1
1999	3458	0
